labels,nodeCount,relCount
"{'work': 2520726, 'topic': 4516, 'geographic': 247, 'issn': 204, 'SFU_U15_institution': 87, 'affiliated_institution': 53604, 'subfield': 252, 'field': 26, 'funder': 16, 'author': 36383, 'source': 204, 'authorship': 12363031, 'domain': 4, 'year': 56}",14979356,48216141
